,LONGITUD,LATITUD,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,TOX_D_48_UT,TOX_V_15_UT,TOX_FIS_SUP_15_UT,SEMAFORO,GRUPO,Coordenadas
2530,-103.71172,20.91192,34.5,37.93,80.2,34480.0,16160.0,58.6,1.0,1.0,1.0,Rojo,LOTICO,POINT (-103.71172 20.91192)
2531,-103.81025,21.68051,42.5,111.15,508.5,14300.0,3730.0,92.2,1.0,1.0,1.0,Rojo,LOTICO,POINT (-103.81025 21.68051)
2532,-103.69375,20.68677,2.0,10.0,13.0,9804.0,464.0,95.8,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.69375 20.68677)
2533,-103.72263,20.66598,111.75,183.5,40.2,24196.0,24196.0,30.2,1.0,1.0,1.0,Rojo,LOTICO,POINT (-103.72263 20.66598)
2534,-103.72045,20.67411,2.0,12.42,18.2,24196.0,24196.0,90.0,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.72045 20.67411)
2535,-103.73636,20.66375,7.2,68.83,26.0,24196.0,24196.0,46.2,1.0,1.0,1.0,Rojo,LOTICO,POINT (-103.73636 20.66375)
2536,-103.79155,20.63961,7.22,30.75,21.1,24196.0,24196.0,51.2,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.79155 20.63961)
2537,-103.96353,19.80085,2.0,24.01,70.8,18720.0,12360.0,95.1,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.96353 19.80085)
2538,-103.84513,20.59729,8.1,38.58,27.6,12997.0,4352.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.84513 20.59729)
2539,-103.85028,20.63645,8.0,46.0,29.0,3076.0,576.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-103.85028 20.63645)
2540,-103.85226,20.66849,7.8,43.43,26.0,2987.0,246.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-103.85226 20.66849)
2541,-104.02412,20.54313,2.0,51.58,223.6,241960.0,77010.0,62.0,1.0,1.0,1.0,Rojo,LOTICO,POINT (-104.02412 20.54313)
2542,-104.17609,20.58774,2.0,83.33,411.6,241960.0,241960.0,75.0,1.0,1.0,1.0,Rojo,LOTICO,POINT (-104.17609 20.58774)
2543,-104.07374,20.5488,33.0,64.0,321.6,241960.0,92080.0,60.0,1.0,1.0,1.0,Rojo,LOTICO,POINT (-104.07374 20.5488)
2544,-103.90109,20.41916,4.08,22.9,10.0,189.0,10.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-103.90109 20.41916)
2545,-103.9041,20.41148,2.0,26.29,10.0,279.0,10.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-103.9041 20.41148)
2546,-103.67282,20.4053,8.7,78.83,114.4,24196.0,6867.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-103.67282 20.4053)
2547,-103.65213,20.37954,8.7,89.08,224.8,11199.0,10.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-103.65213 20.37954)
2548,-105.38899,19.8806,2.63,27.01,28.1,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-105.38899 19.8806)
2549,-103.35498,20.28649,9.7,38.08,36.88,171.0,20.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-103.35498 20.28649)
2550,-103.39902,20.27906,10.4,35.33,38.2,1134.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.39902 20.27906)
2551,-103.34204,20.27767,8.5,26.04,30.1,4106.0,10.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.34204 20.27767)
2552,-103.24847,20.28698,5.88,26.88,30.3,2359.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.24847 20.28698)
2553,-103.29833,20.27583,16.5,33.08,20.15,2359.0,10.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.29833 20.27583)
2554,-102.63777,21.05071,2.0,39.18,10.0,135.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-102.63777 21.05071)
2555,-103.24358,20.2722,13.4,42.25,70.0,17329.0,3.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-103.24358 20.2722)
2556,-103.23559,20.21178,5.84,31.83,62.1,852.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-103.23559 20.21178)
2557,-103.18832,20.28306,15.9,46.0,31.8,24196.0,985.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-103.18832 20.28306)
2558,-103.17236,20.28607,5.18,37.25,30.8,6488.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.17236 20.28607)
2559,-103.13623,20.30388,2.0,10.0,32.0,2909.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.13623 20.30388)
2560,-103.14373,20.31339,4.18,11.87,22.62,19863.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.14373 20.31339)
2561,-103.10422,20.3079,2.0,28.83,28.3,565.0,41.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-103.10422 20.3079)
2562,-103.04676,20.31895,2.0,10.0,28.9,2359.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.04676 20.31895)
2563,-102.95,20.3,2.0,28.83,70.1,17329.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-102.95 20.3)
2564,-102.97385,20.25137,2.0,22.05,58.0,676.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-102.97385 20.25137)
2565,-102.87219,20.25016,4.2,37.0,36.8,10.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-102.87219 20.25016)
2566,-102.97456,20.18656,2.0,22.9,56.8,24196.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-102.97456 20.18656)
2567,-102.7732,20.1586,2.0,22.46,34.43,2046.0,20.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-102.7732 20.1586)
2568,-102.72869,20.41594,2.0,67.0,339.2,54750.0,29090.0,28.4,1.0,1.0,1.0,Rojo,LOTICO,POINT (-102.72869 20.41594)
2569,-102.80433,20.17141,2.0,21.63,48.63,2046.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-102.80433 20.17141)
2570,-102.78117,20.2198,2.0,22.46,45.5,1401.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-102.78117 20.2198)
2571,-102.68716,20.2295,5.46,19.41,52.3,24196.0,24196.0,30.4,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-102.68716 20.2295)
2572,-102.57797,20.26469,6.5,48.25,102.5,98040.0,4106.0,51.0,1.0,1.0,1.0,Rojo,LOTICO,POINT (-102.57797 20.26469)
2573,-102.50697,20.31396,87.75,132.43,82.1,241960.0,241960.0,38.4,1.0,1.0,1.0,Rojo,LOTICO,POINT (-102.50697 20.31396)
2574,-102.5597,20.27509,2.0,36.08,153.9,241960.0,24196.0,35.3,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-102.5597 20.27509)
2575,-102.35774,20.33742,2.0,61.75,560.2,72700.0,64880.0,68.9,1.0,1.0,1.0,Rojo,LOTICO,POINT (-102.35774 20.33742)
2576,-102.46117,20.34437,8.7,58.58,521.8,11199.0,4106.0,66.0,1.003,1.0,1.0,Rojo,LOTICO,POINT (-102.46117 20.34437)
2577,-102.53288,20.53399,12.1,41.33,269.0,241960.0,173290.0,92.3,1.0,1.0,1.0,Rojo,LOTICO,POINT (-102.53288 20.53399)
2578,-102.36891,20.51966,6.04,28.7,16.8,733.0,134.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-102.36891 20.51966)
2579,-102.37051,20.52416,7.9,34.28,15.5,1086.0,216.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-102.37051 20.52416)
2580,-102.38664,20.53495,9.3,107.0,293.0,46110.0,15410.0,89.8,1.0,1.0,1.0,Rojo,LOTICO,POINT (-102.38664 20.53495)
2581,-102.40804,20.46377,12.3,52.0,742.0,14830.0,7890.0,30.9,1.0,1.0,1.0,Rojo,LOTICO,POINT (-102.40804 20.46377)
2582,-102.74208,20.36187,32.0,144.0,256.5,6867.0,3873.0,29.5,1.0,1.0,1.0,Rojo,LOTICO,POINT (-102.74208 20.36187)
2583,-102.7831,20.35039,75.5,95.75,311.6,241960.0,241960.0,25.9,1.0,1.0,1.0,Rojo,LOTICO,POINT (-102.7831 20.35039)
2584,-102.78625,20.3564,44.5,88.0,165.2,241960.0,241960.0,27.4,1.0,1.0,1.0,Rojo,LOTICO,POINT (-102.78625 20.3564)
2585,-102.77941,20.34696,2.0,78.75,30.0,241960.0,241960.0,30.5,1.0,1.0,1.0,Rojo,LOTICO,POINT (-102.77941 20.34696)
2586,-102.78582,20.32358,14.1,49.68,110.4,241960.0,198630.0,23.9,1.0,1.0,1.0,Rojo,LOTICO,POINT (-102.78582 20.32358)
2587,-102.7272,20.27663,2.0,20.8,47.0,3076.0,10.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-102.7272 20.27663)
2588,-102.7523,20.27235,7.2,28.29,39.6,1025.0,10.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-102.7523 20.27235)
2589,-102.82366,20.29715,2.0,34.0,23.2,20.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-102.82366 20.29715)
2590,-102.92201,20.38517,2.0,37.18,31.4,24196.0,24196.0,30.2,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-102.92201 20.38517)
2591,-102.71486,20.85392,2.0,20.16,12.93,4611.0,10.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-102.71486 20.85392)
2592,-102.70729,20.85118,2.0,18.48,24.4,539.0,41.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-102.70729 20.85118)
2593,-103.09157,20.4001,6.3,46.0,30.2,24196.0,24196.0,56.2,1.0,1.0,1.0,Rojo,LOTICO,POINT (-103.09157 20.4001)
2594,-102.6828,21.04903,2.0,32.68,10.0,86.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-102.6828 21.04903)
2595,-103.18,20.23,2.0,31.83,28.9,2247.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.18 20.23)
2596,-103.17791,20.18809,4.82,29.83,39.2,1098.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.17791 20.18809)
2597,-103.03994,20.19529,2.0,33.75,173.0,4884.0,246.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.03994 20.19529)
2598,-103.12389,20.18333,2.0,37.08,85.5,24196.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.12389 20.18333)
2599,-102.8701,20.1739,4.36,29.12,50.5,2481.0,41.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-102.8701 20.1739)
2600,-103.05122,20.2063,2.0,21.2,50.1,2187.0,121.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.05122 20.2063)
2601,-103.04955,20.2748,2.0,10.0,27.13,743.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-103.04955 20.2748)
2602,-102.69979,20.85045,2.0,19.32,10.0,1022.0,41.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-102.69979 20.85045)
2603,-103.18211,20.16016,4.54,34.93,20.5,3255.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.18211 20.16016)
2604,-103.28883,20.21223,5.56,38.08,56.0,738.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-103.28883 20.21223)
2605,-103.30051,20.20264,10.8,32.5,22.35,2247.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.30051 20.20264)
2606,-103.35093,20.23351,11.9,42.0,25.4,1464.0,3.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-103.35093 20.23351)
2607,-103.38992,20.23835,9.22,33.5,15.05,586.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-103.38992 20.23835)
2608,-103.63992,20.49539,5.98,49.58,102.2,61310.0,9060.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-103.63992 20.49539)
2609,-105.39738,19.87817,2.63,27.01,26.3,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-105.39738 19.87817)
2610,-103.77848,19.91709,2.0,10.0,13.0,63.0,31.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-103.77848 19.91709)
2611,-103.78851,19.90832,2.0,10.0,13.13,135.0,31.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-103.78851 19.90832)
2612,-103.78901,19.9002,2.0,10.0,18.3,74.0,10.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-103.78901 19.9002)
2613,-104.02666,19.94845,2.0,10.18,10.0,565.0,10.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-104.02666 19.94845)
2614,-104.04719,19.92502,2.0,10.0,10.0,282.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-104.04719 19.92502)
2615,-104.05975,19.91337,2.0,11.87,10.0,31.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-104.05975 19.91337)
2616,-104.22824,19.76749,2.0,10.0,30.8,2909.0,238.0,82.0,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-104.22824 19.76749)
2617,-104.17794,19.74191,5.22,33.43,85.5,24196.0,24196.0,36.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-104.17794 19.74191)
2618,-104.2834,19.85089,2.0,12.42,21.8,2046.0,109.0,80.2,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-104.2834 19.85089)
2619,-104.36854,19.97562,2.0,12.42,10.0,1354.0,135.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-104.36854 19.97562)
2620,-104.31423,20.0596,4.12,10.0,11.8,1720.0,134.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-104.31423 20.0596)
2621,-104.36499,19.98527,2.0,10.0,10.0,41.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-104.36499 19.98527)
2622,-104.34454,19.98811,2.0,10.0,10.0,355.0,183.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-104.34454 19.98811)
2623,-104.30647,20.03868,2.0,15.73,10.0,1956.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-104.30647 20.03868)
2624,-104.31958,20.03691,2.0,10.0,10.0,663.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-104.31958 20.03691)
2625,-103.98794,19.69955,2.0,26.5,309.0,24810.0,10390.0,94.4,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.98794 19.69955)
2626,-104.01253,19.75356,2.0,43.08,142.4,241960.0,241960.0,91.5,1.0,1.0,1.0,Rojo,LOTICO,POINT (-104.01253 19.75356)
2627,-103.97274,19.68972,2.0,27.32,385.67,34480.0,17820.0,93.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.97274 19.68972)
2628,-103.96457,19.60717,2.0,48.25,727.0,129970.0,34480.0,91.8,1.0,1.0,1.0,Rojo,LOTICO,POINT (-103.96457 19.60717)
2629,-103.97108,19.60031,2.0,10.0,32.9,5475.0,145.0,97.5,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.97108 19.60031)
2630,-103.95763,19.59968,2.0,18.22,133.0,21430.0,1080.0,87.0,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.95763 19.59968)
2631,-103.9133,19.57402,2.0,97.0,489.67,22470.0,4080.0,90.6,1.0,1.0,1.0,Rojo,LOTICO,POINT (-103.9133 19.57402)
2632,-104.53825,19.25095,2.0,10.87,198.8,14500.0,1990.0,71.3,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-104.53825 19.25095)
2633,-104.5548,19.2366,7.8,13.38,202.0,23590.0,1990.0,91.0,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-104.5548 19.2366)
2634,-104.45934,19.25604,2.0,49.68,107.8,9600.0,1450.0,65.2,1.0,1.0,1.0,Rojo,LOTICO,POINT (-104.45934 19.25604)
2635,-104.59277,19.18618,2.0,21.74,279.0,18720.0,2590.0,63.9,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-104.59277 19.18618)
2636,-104.43809,19.27259,2.0,70.93,92.8,20460.0,1210.0,74.5,1.0,1.0,1.0,Rojo,LOTICO,POINT (-104.43809 19.27259)
2637,-104.66664,19.19339,2.63,27.01,51.2,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-104.66664 19.19339)
2638,-104.66586,19.18639,2.63,27.01,59.6667,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-104.66586 19.18639)
2639,-104.67437,19.19125,2.63,27.01,105.8,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-104.67437 19.19125)
2640,-104.68384,19.19769,2.63,27.01,28.52,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-104.68384 19.19769)
2641,-104.69447,19.21438,2.63,27.01,26.32,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-104.69447 19.21438)
2642,-104.71352,19.21918,2.63,27.01,24.08,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-104.71352 19.21918)
2643,-104.78812,19.28637,2.63,27.01,33.2,2400.0,424.0,68.3,1.0,1.0,1.0,Rojo,COSTERO,POINT (-104.78812 19.28637)
2644,-104.78896,19.2915,2.63,27.01,39.0,2400.0,424.0,68.3,1.0,1.0,1.0,Rojo,COSTERO,POINT (-104.78896 19.2915)
2645,-104.88951,19.35209,2.0,10.0,103.6,21430.0,630.0,86.8,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-104.88951 19.35209)
2646,-104.90677,19.29858,8.2,10.0,47.2,24196.0,397.0,63.2,1.0,1.0,1.0,Amarillo,COSTERO,POINT (-104.90677 19.29858)
2647,-104.96184,19.40617,2.0,10.0,121.6,15390.0,1730.0,98.0,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-104.96184 19.40617)
2648,-105.11912,19.58307,2.63,27.01,11.92,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-105.11912 19.58307)
2649,-105.13443,19.58433,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-105.13443 19.58433)
2650,-105.18233,19.65203,52.5,52.75,492.67,64880.0,6770.0,89.8,1.0,1.0,1.0,Rojo,LOTICO,POINT (-105.18233 19.65203)
2651,-105.20924,19.63908,2.63,27.01,293.0,2400.0,424.0,68.3,1.0,1.0,1.0,Rojo,COSTERO,POINT (-105.20924 19.63908)
2652,-105.21404,19.6479,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Amarillo,COSTERO,POINT (-105.21404 19.6479)
2653,-105.2085,19.66639,2.63,27.01,22.8,2400.0,424.0,68.3,1.0,1.0,1.0,Amarillo,COSTERO,POINT (-105.2085 19.66639)
2654,-105.23915,19.6708,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-105.23915 19.6708)
2655,-105.2813,19.73204,2.63,27.01,30.2,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-105.2813 19.73204)
2656,-105.2913,19.72879,2.63,27.01,17.75,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-105.2913 19.72879)
2657,-105.35995,19.8289,2.0,16.04,10.0,2909.0,420.0,68.3,1.0,1.0,1.0,Amarillo,COSTERO,POINT (-105.35995 19.8289)
2658,-105.35808,19.83668,2.0,16.88,10.0,2489.0,41.0,68.3,1.0,1.0,1.0,Amarillo,COSTERO,POINT (-105.35808 19.83668)
2659,-105.36994,19.84155,9.9,21.1,21.2,3076.0,187.0,62.2,1.0,1.0,1.0,Amarillo,COSTERO,POINT (-105.36994 19.84155)
2660,-105.37252,19.83975,2.0,17.72,17.2,4352.0,226.0,68.3,1.0,1.0,1.0,Amarillo,COSTERO,POINT (-105.37252 19.83975)
2661,-105.37691,19.84531,2.0,10.97,18.8,2755.0,292.0,68.3,1.0,1.0,1.0,Amarillo,COSTERO,POINT (-105.37691 19.84531)
2662,-105.40586,19.88262,2.63,27.01,19.7333,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-105.40586 19.88262)
2663,-105.3973,19.89571,2.63,27.01,35.4,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-105.3973 19.89571)
2664,-105.39148,19.90862,2.63,27.01,33.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-105.39148 19.90862)
2665,-105.33659,19.87708,6.9,10.0,23.4,7270.0,6488.0,61.8,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-105.33659 19.87708)
2666,-105.3049,19.91674,2.0,15.26,207.0,14140.0,10760.0,67.8,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-105.3049 19.91674)
2667,-105.25951,19.94691,2.0,44.08,495.0,30760.0,17850.0,61.1,1.0,1.0,1.0,Rojo,LOTICO,POINT (-105.25951 19.94691)
2668,-105.2271,19.93238,2.0,48.83,257.33,48840.0,34480.0,90.6,1.0,1.0,1.0,Rojo,LOTICO,POINT (-105.2271 19.93238)
2669,-105.16228,19.97025,2.0,10.0,10.0,187.0,173.0,29.3,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-105.16228 19.97025)
2670,-105.12685,19.99715,2.0,10.0,10.0,41.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.12685 19.99715)
2671,-105.14166,20.00724,2.0,10.0,10.0,158.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.14166 20.00724)
2672,-105.13967,20.02698,2.0,10.0,10.0,63.0,10.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.13967 20.02698)
2673,-105.11249,20.00335,2.0,10.0,10.0,10.0,10.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.11249 20.00335)
2674,-105.08454,20.0112,4.08,16.11,10.0,160.0,63.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.08454 20.0112)
2675,-105.12767,20.01578,2.0,10.0,10.0,10.0,10.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.12767 20.01578)
2676,-105.04647,20.06879,9.0,12.42,123.6,8050.0,7380.0,100.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-105.04647 20.06879)
2677,-105.4674,19.9735,2.0,19.87,10.2,175.0,3.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-105.4674 19.9735)
2678,-105.48976,19.99013,2.0,14.08,16.4667,1720.0,110.0,68.3,1.0,1.0,1.0,Amarillo,COSTERO,POINT (-105.48976 19.99013)
2679,-105.50796,20.03341,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-105.50796 20.03341)
2680,-105.51604,20.04731,2.63,27.01,14.65,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-105.51604 20.04731)
2681,-105.52985,20.06689,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-105.52985 20.06689)
2682,-105.16204,19.69275,2.0,15.12,512.0,32550.0,10170.0,101.0,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-105.16204 19.69275)
2683,-104.5873,19.15313,2.0,41.5,404.6,46110.0,5520.0,80.8,1.0,1.0,1.0,Rojo,COSTERO,POINT (-104.5873 19.15313)
2684,-103.48437,19.34811,2.0,10.0,615.8,16570.0,10310.0,87.5,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.48437 19.34811)
2685,-103.48062,19.75806,2.0,46.68,13.3,8164.0,889.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-103.48062 19.75806)
2686,-103.48045,19.74108,2.0,32.08,10.0,1650.0,336.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.48045 19.74108)
2687,-103.46293,19.45609,2.0,10.0,384.8,92080.0,27550.0,98.3,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.46293 19.45609)
2688,-103.44153,19.50912,2.0,13.38,402.8,129970.0,51720.0,98.5,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.44153 19.50912)
2689,-103.31684,19.59828,31.5,45.58,826.8,68670.0,41060.0,77.2,1.0,1.0,1.0,Rojo,LOTICO,POINT (-103.31684 19.59828)
2690,-103.42814,19.52977,2.0,43.0,438.0,155310.0,64880.0,86.1,1.0,1.0,1.0,Rojo,LOTICO,POINT (-103.42814 19.52977)
2691,-103.41239,19.50753,2.0,20.06,417.4,155310.0,68670.0,71.5,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.41239 19.50753)
2692,-103.35418,19.56079,2.0,43.43,935.6,81640.0,27550.0,82.3,1.0,1.0,1.0,Rojo,LOTICO,POINT (-103.35418 19.56079)
2693,-103.2465,19.67758,2.0,10.0,57.9,24196.0,24196.0,86.7,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.2465 19.67758)
2694,-103.30197,19.67851,4.2,21.94,50.2,24196.0,24196.0,67.5,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.30197 19.67851)
2695,-103.23077,19.6957,2.0,10.0,36.9,12997.0,10432.0,96.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.23077 19.6957)
2696,-103.33909,19.79872,2.0,10.0,10.0,31.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-103.33909 19.79872)
2697,-103.33736,19.80654,2.0,10.0,10.0,20.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-103.33736 19.80654)
2698,-103.33922,19.81552,2.0,10.0,10.0,86.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-103.33922 19.81552)
2699,-103.48205,19.76959,4.3,20.9,18.8,24196.0,15531.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.48205 19.76959)
2700,-103.49005,19.76349,6.38,52.68,17.8,17329.0,650.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-103.49005 19.76349)
2701,-104.09846,21.20031,2.0,25.2,10.6,41.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-104.09846 21.20031)
2702,-104.0542,21.2013,2.0,28.42,10.0,135.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-104.0542 21.2013)
2703,-104.07268,21.18014,2.0,19.32,14.8,20.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-104.07268 21.18014)
2704,-103.78463,21.77506,49.5,76.0,532.5,24810.0,4140.0,93.0,1.0,1.0,1.0,Rojo,LOTICO,POINT (-103.78463 21.77506)
2705,-105.29272,20.53273,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-105.29272 20.53273)
2706,-105.25514,20.56565,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-105.25514 20.56565)
